everyday-thing	turker	triplet	label
apple	worker_100	('flesh', 'inside', 'core')	False
apple	worker_100	('flesh', 'contains', 'core')	True
apple	worker_100	('flesh', 'surrounds', 'skin')	False
apple	worker_100	('flesh', 'surrounded by', 'skin')	True
apple	worker_100	('stem', 'connects', 'skin')	True
apple	worker_100	('leaf', 'connects', 'stem')	True
apple	worker_100	('seeds', 'inside', 'flesh')	True
apple	worker_100	('flesh', 'contains', 'seeds')	True
apple	worker_100	('seeds', 'contains', 'core')	False
apple	worker_100	('core', 'contains', 'flesh')	False
apple	worker_100	('skin', 'surrounded by', 'flesh')	False
apple	worker_100	('flesh', 'inside', 'seeds')	False
apple	worker_100	('seeds', 'contains', 'flesh')	False
barbeque grill	worker_103	('grease tray', 'behind', 'heat plates')	True
barbeque grill	worker_103	('burner', 'next to', 'heat plates')	True
barbeque grill	worker_103	('heat plates', 'above', 'carryover tubes')	True
barbeque grill	worker_103	('control knobs', 'behind', 'heat plates')	True
barbeque grill	worker_103	('heat plates', 'next to', 'cooking grate')	True
barbeque grill	worker_103	('control knobs', 'next to', 'ignitor')	True
barbeque grill	worker_103	('temperature gauge', 'above', 'warming rack')	True
barbeque grill	worker_103	('warming rack', 'above', 'cooking grate')	True
barbeque grill	worker_103	('heat plates', 'behind', 'grease tray')	False
barbeque grill	worker_103	('heat plates', 'in front of', 'grease tray')	True
barbeque grill	worker_103	('heat plates', 'next to', 'burner')	True
barbeque grill	worker_103	('carryover tubes', 'above', 'heat plates')	False
barbeque grill	worker_103	('carryover tubes', 'below', 'heat plates')	True
barbeque grill	worker_103	('heat plates', 'behind', 'control knobs')	False
barbeque grill	worker_103	('heat plates', 'in front of', 'control knobs')	True
barbeque grill	worker_103	('cooking grate', 'next to', 'heat plates')	True
barbeque grill	worker_103	('ignitor', 'next to', 'control knobs')	True
barbeque grill	worker_103	('warming rack', 'above', 'temperature gauge')	False
barbeque grill	worker_103	('warming rack', 'below', 'temperature gauge')	True
barbeque grill	worker_103	('cooking grate', 'above', 'warming rack')	False
barbeque grill	worker_103	('cooking grate', 'below', 'warming rack')	True
barbeque grill	worker_103	('temperature gauge', 'above', 'cooking grate')	True
barbeque grill	worker_103	('cooking grate', 'below', 'temperature gauge')	True
barbeque grill	worker_103	('grease tray', 'in front of', 'heat plates')	False
barbeque grill	worker_103	('heat plates', 'below', 'carryover tubes')	False
barbeque grill	worker_103	('control knobs', 'in front of', 'heat plates')	False
barbeque grill	worker_103	('temperature gauge', 'below', 'warming rack')	False
barbeque grill	worker_103	('warming rack', 'below', 'cooking grate')	False
barbeque grill	worker_103	('cooking grate', 'above', 'temperature gauge')	False
barbeque grill	worker_103	('temperature gauge', 'below', 'cooking grate')	False
barbeque grill	worker_102	('temperature gauge', 'above', 'warming rack')	True
barbeque grill	worker_102	('warming rack', 'above', 'cooking grate')	True
barbeque grill	worker_102	('cooking grate', 'above', 'heat plates')	True
barbeque grill	worker_102	('heat plates', 'next to', 'burner')	True
barbeque grill	worker_102	('burner', 'above', 'carryover tubes')	True
barbeque grill	worker_102	('cooking grate', 'above', 'control knobs')	True
barbeque grill	worker_102	('cooking grate', 'above', 'ignitor')	True
barbeque grill	worker_102	('control knobs', 'next to', 'ignitor')	True
barbeque grill	worker_102	('warming rack', 'above', 'temperature gauge')	False
barbeque grill	worker_102	('warming rack', 'below', 'temperature gauge')	True
barbeque grill	worker_102	('cooking grate', 'above', 'warming rack')	False
barbeque grill	worker_102	('cooking grate', 'below', 'warming rack')	True
barbeque grill	worker_102	('heat plates', 'above', 'cooking grate')	False
barbeque grill	worker_102	('heat plates', 'below', 'cooking grate')	True
barbeque grill	worker_102	('burner', 'next to', 'heat plates')	True
barbeque grill	worker_102	('carryover tubes', 'above', 'burner')	False
barbeque grill	worker_102	('carryover tubes', 'below', 'burner')	True
barbeque grill	worker_102	('control knobs', 'above', 'cooking grate')	False
barbeque grill	worker_102	('control knobs', 'below', 'cooking grate')	True
barbeque grill	worker_102	('ignitor', 'above', 'cooking grate')	False
barbeque grill	worker_102	('ignitor', 'below', 'cooking grate')	True
barbeque grill	worker_102	('ignitor', 'next to', 'control knobs')	True
barbeque grill	worker_102	('temperature gauge', 'above', 'cooking grate')	True
barbeque grill	worker_102	('warming rack', 'above', 'heat plates')	True
barbeque grill	worker_102	('warming rack', 'above', 'control knobs')	True
barbeque grill	worker_102	('warming rack', 'above', 'ignitor')	True
barbeque grill	worker_102	('cooking grate', 'below', 'temperature gauge')	True
barbeque grill	worker_102	('heat plates', 'below', 'warming rack')	True
barbeque grill	worker_102	('control knobs', 'below', 'warming rack')	True
barbeque grill	worker_102	('ignitor', 'below', 'warming rack')	True
barbeque grill	worker_102	('temperature gauge', 'below', 'warming rack')	False
barbeque grill	worker_102	('warming rack', 'below', 'cooking grate')	False
barbeque grill	worker_102	('cooking grate', 'below', 'heat plates')	False
barbeque grill	worker_102	('burner', 'below', 'carryover tubes')	False
barbeque grill	worker_102	('cooking grate', 'below', 'control knobs')	False
barbeque grill	worker_102	('cooking grate', 'below', 'ignitor')	False
barbeque grill	worker_102	('cooking grate', 'above', 'temperature gauge')	False
barbeque grill	worker_102	('heat plates', 'above', 'warming rack')	False
barbeque grill	worker_102	('control knobs', 'above', 'warming rack')	False
barbeque grill	worker_102	('ignitor', 'above', 'warming rack')	False
barbeque grill	worker_102	('temperature gauge', 'below', 'cooking grate')	False
barbeque grill	worker_102	('warming rack', 'below', 'heat plates')	False
barbeque grill	worker_102	('warming rack', 'below', 'control knobs')	False
barbeque grill	worker_102	('warming rack', 'below', 'ignitor')	False
barbeque grill	worker_102	('temperature gauge', 'above', 'heat plates')	True
barbeque grill	worker_102	('temperature gauge', 'above', 'control knobs')	True
barbeque grill	worker_102	('temperature gauge', 'above', 'ignitor')	True
barbeque grill	worker_102	('heat plates', 'below', 'temperature gauge')	True
barbeque grill	worker_102	('control knobs', 'below', 'temperature gauge')	True
barbeque grill	worker_102	('ignitor', 'below', 'temperature gauge')	True
barbeque grill	worker_102	('heat plates', 'above', 'temperature gauge')	False
barbeque grill	worker_102	('control knobs', 'above', 'temperature gauge')	False
barbeque grill	worker_102	('ignitor', 'above', 'temperature gauge')	False
barbeque grill	worker_102	('temperature gauge', 'below', 'heat plates')	False
barbeque grill	worker_102	('temperature gauge', 'below', 'control knobs')	False
barbeque grill	worker_102	('temperature gauge', 'below', 'ignitor')	False
barbeque grill	worker_104	('temperature gauge', 'above', 'warming rack')	True
barbeque grill	worker_104	('warming rack', 'next to', 'burner')	True
barbeque grill	worker_104	('burner', 'above', 'carryover tubes')	True
barbeque grill	worker_104	('carryover tubes', 'next to', 'control knobs')	True
barbeque grill	worker_104	('warming rack', 'above', 'control knobs')	True
barbeque grill	worker_104	('control knobs', 'next to', 'ignitor')	True
barbeque grill	worker_104	('warming rack', 'next to', 'cooking grate')	True
barbeque grill	worker_104	('cooking grate', 'above', 'ignitor')	True
barbeque grill	worker_104	('warming rack', 'above', 'temperature gauge')	False
barbeque grill	worker_104	('warming rack', 'below', 'temperature gauge')	True
barbeque grill	worker_104	('burner', 'next to', 'warming rack')	True
barbeque grill	worker_104	('carryover tubes', 'above', 'burner')	False
barbeque grill	worker_104	('carryover tubes', 'below', 'burner')	True
barbeque grill	worker_104	('control knobs', 'next to', 'carryover tubes')	True
barbeque grill	worker_104	('control knobs', 'above', 'warming rack')	False
barbeque grill	worker_104	('control knobs', 'below', 'warming rack')	True
barbeque grill	worker_104	('ignitor', 'next to', 'control knobs')	True
barbeque grill	worker_104	('cooking grate', 'next to', 'warming rack')	True
barbeque grill	worker_104	('ignitor', 'above', 'cooking grate')	False
barbeque grill	worker_104	('ignitor', 'below', 'cooking grate')	True
barbeque grill	worker_104	('temperature gauge', 'above', 'control knobs')	True
barbeque grill	worker_104	('control knobs', 'below', 'temperature gauge')	True
barbeque grill	worker_104	('temperature gauge', 'below', 'warming rack')	False
barbeque grill	worker_104	('burner', 'below', 'carryover tubes')	False
barbeque grill	worker_104	('warming rack', 'below', 'control knobs')	False
barbeque grill	worker_104	('cooking grate', 'below', 'ignitor')	False
barbeque grill	worker_104	('control knobs', 'above', 'temperature gauge')	False
barbeque grill	worker_104	('temperature gauge', 'below', 'control knobs')	False
coffee maker	worker_101	('reservoir', 'above', 'signal lamp')	True
coffee maker	worker_101	('water level', 'inside', 'reservoir')	True
coffee maker	worker_101	('signal lamp', 'above', 'switch')	True
coffee maker	worker_101	('switch', 'behind', 'carafe')	True
coffee maker	worker_101	('signal lamp', 'behind', 'carafe')	True
coffee maker	worker_101	('reservoir', 'behind', 'carafe')	True
coffee maker	worker_101	('carafe', 'above', 'warming plate')	True
coffee maker	worker_101	('filter', 'inside', 'filter basket')	True
coffee maker	worker_101	('lid', 'above', 'filter basket')	True
coffee maker	worker_101	('filter basket', 'above', 'carafe')	True
coffee maker	worker_101	('signal lamp', 'above', 'reservoir')	False
coffee maker	worker_101	('signal lamp', 'below', 'reservoir')	True
coffee maker	worker_101	('reservoir', 'inside', 'water level')	False
coffee maker	worker_101	('reservoir', 'contains', 'water level')	True
coffee maker	worker_101	('switch', 'above', 'signal lamp')	False
coffee maker	worker_101	('switch', 'below', 'signal lamp')	True
coffee maker	worker_101	('carafe', 'behind', 'switch')	False
coffee maker	worker_101	('carafe', 'in front of', 'switch')	True
coffee maker	worker_101	('carafe', 'behind', 'signal lamp')	False
coffee maker	worker_101	('carafe', 'in front of', 'signal lamp')	True
coffee maker	worker_101	('carafe', 'behind', 'reservoir')	False
coffee maker	worker_101	('carafe', 'in front of', 'reservoir')	True
coffee maker	worker_101	('warming plate', 'above', 'carafe')	False
coffee maker	worker_101	('warming plate', 'below', 'carafe')	True
coffee maker	worker_101	('filter basket', 'inside', 'filter')	False
coffee maker	worker_101	('filter basket', 'contains', 'filter')	True
coffee maker	worker_101	('filter basket', 'above', 'lid')	False
coffee maker	worker_101	('filter basket', 'below', 'lid')	True
coffee maker	worker_101	('carafe', 'above', 'filter basket')	False
coffee maker	worker_101	('carafe', 'below', 'filter basket')	True
coffee maker	worker_101	('reservoir', 'above', 'switch')	True
coffee maker	worker_101	('lid', 'above', 'carafe')	True
coffee maker	worker_101	('filter basket', 'above', 'warming plate')	True
coffee maker	worker_101	('switch', 'below', 'reservoir')	True
coffee maker	worker_101	('warming plate', 'below', 'filter basket')	True
coffee maker	worker_101	('carafe', 'below', 'lid')	True
coffee maker	worker_101	('reservoir', 'below', 'signal lamp')	False
coffee maker	worker_101	('water level', 'contains', 'reservoir')	False
coffee maker	worker_101	('signal lamp', 'below', 'switch')	False
coffee maker	worker_101	('switch', 'in front of', 'carafe')	False
coffee maker	worker_101	('signal lamp', 'in front of', 'carafe')	False
coffee maker	worker_101	('reservoir', 'in front of', 'carafe')	False
coffee maker	worker_101	('carafe', 'below', 'warming plate')	False
coffee maker	worker_101	('filter', 'contains', 'filter basket')	False
coffee maker	worker_101	('lid', 'below', 'filter basket')	False
coffee maker	worker_101	('filter basket', 'below', 'carafe')	False
coffee maker	worker_101	('switch', 'above', 'reservoir')	False
coffee maker	worker_101	('carafe', 'above', 'lid')	False
coffee maker	worker_101	('warming plate', 'above', 'filter basket')	False
coffee maker	worker_101	('reservoir', 'below', 'switch')	False
coffee maker	worker_101	('filter basket', 'below', 'warming plate')	False
coffee maker	worker_101	('lid', 'below', 'carafe')	False
coffee maker	worker_101	('lid', 'above', 'warming plate')	True
coffee maker	worker_101	('warming plate', 'below', 'lid')	True
coffee maker	worker_101	('warming plate', 'above', 'lid')	False
coffee maker	worker_101	('lid', 'below', 'warming plate')	False
coffee maker	worker_103	('lid', 'above', 'filter')	True
coffee maker	worker_103	('lid', 'above', 'reservoir')	True
coffee maker	worker_103	('reservoir', 'above', 'signal lamp')	True
coffee maker	worker_103	('signal lamp', 'behind', 'carafe')	True
coffee maker	worker_103	('signal lamp', 'above', 'switch')	True
coffee maker	worker_103	('switch', 'behind', 'carafe')	True
coffee maker	worker_103	('carafe', 'above', 'warming plate')	True
coffee maker	worker_103	('reservoir', 'behind', 'carafe')	True
coffee maker	worker_103	('reservoir', 'behind', 'filter basket')	True
coffee maker	worker_103	('reservoir', 'behind', 'filter')	True
coffee maker	worker_103	('filter', 'above', 'filter basket')	True
coffee maker	worker_103	('filter basket', 'above', 'carafe')	True
coffee maker	worker_103	('filter', 'above', 'lid')	False
coffee maker	worker_103	('filter', 'below', 'lid')	True
coffee maker	worker_103	('reservoir', 'above', 'lid')	False
coffee maker	worker_103	('reservoir', 'below', 'lid')	True
coffee maker	worker_103	('signal lamp', 'above', 'reservoir')	False
coffee maker	worker_103	('signal lamp', 'below', 'reservoir')	True
coffee maker	worker_103	('carafe', 'behind', 'signal lamp')	False
coffee maker	worker_103	('carafe', 'in front of', 'signal lamp')	True
coffee maker	worker_103	('switch', 'above', 'signal lamp')	False
coffee maker	worker_103	('switch', 'below', 'signal lamp')	True
coffee maker	worker_103	('carafe', 'behind', 'switch')	False
coffee maker	worker_103	('carafe', 'in front of', 'switch')	True
coffee maker	worker_103	('warming plate', 'above', 'carafe')	False
coffee maker	worker_103	('warming plate', 'below', 'carafe')	True
coffee maker	worker_103	('carafe', 'behind', 'reservoir')	False
coffee maker	worker_103	('carafe', 'in front of', 'reservoir')	True
coffee maker	worker_103	('filter basket', 'behind', 'reservoir')	False
coffee maker	worker_103	('filter basket', 'in front of', 'reservoir')	True
coffee maker	worker_103	('filter', 'behind', 'reservoir')	False
coffee maker	worker_103	('filter', 'in front of', 'reservoir')	True
coffee maker	worker_103	('filter basket', 'above', 'filter')	False
coffee maker	worker_103	('filter basket', 'below', 'filter')	True
coffee maker	worker_103	('carafe', 'above', 'filter basket')	False
coffee maker	worker_103	('carafe', 'below', 'filter basket')	True
coffee maker	worker_103	('lid', 'above', 'filter basket')	True
coffee maker	worker_103	('lid', 'above', 'signal lamp')	True
coffee maker	worker_103	('reservoir', 'above', 'switch')	True
coffee maker	worker_103	('filter', 'above', 'carafe')	True
coffee maker	worker_103	('filter basket', 'above', 'warming plate')	True
coffee maker	worker_103	('signal lamp', 'below', 'lid')	True
coffee maker	worker_103	('switch', 'below', 'reservoir')	True
coffee maker	worker_103	('warming plate', 'below', 'filter basket')	True
coffee maker	worker_103	('filter basket', 'below', 'lid')	True
coffee maker	worker_103	('carafe', 'below', 'filter')	True
coffee maker	worker_103	('lid', 'below', 'filter')	False
coffee maker	worker_103	('lid', 'below', 'reservoir')	False
coffee maker	worker_103	('reservoir', 'below', 'signal lamp')	False
coffee maker	worker_103	('signal lamp', 'in front of', 'carafe')	False
coffee maker	worker_103	('signal lamp', 'below', 'switch')	False
coffee maker	worker_103	('switch', 'in front of', 'carafe')	False
coffee maker	worker_103	('carafe', 'below', 'warming plate')	False
coffee maker	worker_103	('reservoir', 'in front of', 'carafe')	False
coffee maker	worker_103	('reservoir', 'in front of', 'filter basket')	False
coffee maker	worker_103	('reservoir', 'in front of', 'filter')	False
coffee maker	worker_103	('filter', 'below', 'filter basket')	False
coffee maker	worker_103	('filter basket', 'below', 'carafe')	False
coffee maker	worker_103	('filter basket', 'above', 'lid')	False
coffee maker	worker_103	('signal lamp', 'above', 'lid')	False
coffee maker	worker_103	('switch', 'above', 'reservoir')	False
coffee maker	worker_103	('carafe', 'above', 'filter')	False
coffee maker	worker_103	('warming plate', 'above', 'filter basket')	False
coffee maker	worker_103	('lid', 'below', 'signal lamp')	False
coffee maker	worker_103	('reservoir', 'below', 'switch')	False
coffee maker	worker_103	('filter basket', 'below', 'warming plate')	False
coffee maker	worker_103	('lid', 'below', 'filter basket')	False
coffee maker	worker_103	('filter', 'below', 'carafe')	False
coffee maker	worker_103	('lid', 'above', 'carafe')	True
coffee maker	worker_103	('lid', 'above', 'switch')	True
coffee maker	worker_103	('lid', 'above', 'warming plate')	True
coffee maker	worker_103	('filter', 'above', 'warming plate')	True
coffee maker	worker_103	('switch', 'below', 'lid')	True
coffee maker	worker_103	('warming plate', 'below', 'filter')	True
coffee maker	worker_103	('warming plate', 'below', 'lid')	True
coffee maker	worker_103	('carafe', 'below', 'lid')	True
coffee maker	worker_103	('carafe', 'above', 'lid')	False
coffee maker	worker_103	('switch', 'above', 'lid')	False
coffee maker	worker_103	('warming plate', 'above', 'lid')	False
coffee maker	worker_103	('warming plate', 'above', 'filter')	False
coffee maker	worker_103	('lid', 'below', 'switch')	False
coffee maker	worker_103	('filter', 'below', 'warming plate')	False
coffee maker	worker_103	('lid', 'below', 'warming plate')	False
coffee maker	worker_103	('lid', 'below', 'carafe')	False
coffee maker	worker_102	('lid', 'above', 'filter basket')	True
coffee maker	worker_102	('lid', 'above', 'reservoir')	True
coffee maker	worker_102	('reservoir', 'above', 'signal lamp')	True
coffee maker	worker_102	('signal lamp', 'above', 'switch')	True
coffee maker	worker_102	('filter basket', 'above', 'carafe')	True
coffee maker	worker_102	('carafe', 'above', 'warming plate')	True
coffee maker	worker_102	('filter basket', 'above', 'lid')	False
coffee maker	worker_102	('filter basket', 'below', 'lid')	True
coffee maker	worker_102	('reservoir', 'above', 'lid')	False
coffee maker	worker_102	('reservoir', 'below', 'lid')	True
coffee maker	worker_102	('signal lamp', 'above', 'reservoir')	False
coffee maker	worker_102	('signal lamp', 'below', 'reservoir')	True
coffee maker	worker_102	('switch', 'above', 'signal lamp')	False
coffee maker	worker_102	('switch', 'below', 'signal lamp')	True
coffee maker	worker_102	('carafe', 'above', 'filter basket')	False
coffee maker	worker_102	('carafe', 'below', 'filter basket')	True
coffee maker	worker_102	('warming plate', 'above', 'carafe')	False
coffee maker	worker_102	('warming plate', 'below', 'carafe')	True
coffee maker	worker_102	('lid', 'above', 'carafe')	True
coffee maker	worker_102	('lid', 'above', 'signal lamp')	True
coffee maker	worker_102	('reservoir', 'above', 'switch')	True
coffee maker	worker_102	('filter basket', 'above', 'warming plate')	True
coffee maker	worker_102	('signal lamp', 'below', 'lid')	True
coffee maker	worker_102	('switch', 'below', 'reservoir')	True
coffee maker	worker_102	('carafe', 'below', 'lid')	True
coffee maker	worker_102	('warming plate', 'below', 'filter basket')	True
coffee maker	worker_102	('lid', 'below', 'filter basket')	False
coffee maker	worker_102	('lid', 'below', 'reservoir')	False
coffee maker	worker_102	('reservoir', 'below', 'signal lamp')	False
coffee maker	worker_102	('signal lamp', 'below', 'switch')	False
coffee maker	worker_102	('filter basket', 'below', 'carafe')	False
coffee maker	worker_102	('carafe', 'below', 'warming plate')	False
coffee maker	worker_102	('carafe', 'above', 'lid')	False
coffee maker	worker_102	('signal lamp', 'above', 'lid')	False
coffee maker	worker_102	('switch', 'above', 'reservoir')	False
coffee maker	worker_102	('warming plate', 'above', 'filter basket')	False
coffee maker	worker_102	('lid', 'below', 'signal lamp')	False
coffee maker	worker_102	('reservoir', 'below', 'switch')	False
coffee maker	worker_102	('lid', 'below', 'carafe')	False
coffee maker	worker_102	('filter basket', 'below', 'warming plate')	False
coffee maker	worker_102	('lid', 'above', 'warming plate')	True
coffee maker	worker_102	('lid', 'above', 'switch')	True
coffee maker	worker_102	('switch', 'below', 'lid')	True
coffee maker	worker_102	('warming plate', 'below', 'lid')	True
coffee maker	worker_102	('warming plate', 'above', 'lid')	False
coffee maker	worker_102	('switch', 'above', 'lid')	False
coffee maker	worker_102	('lid', 'below', 'switch')	False
coffee maker	worker_102	('lid', 'below', 'warming plate')	False
digital clinical thermometer	worker_101	('display window', 'next to', 'on/off button')	True
digital clinical thermometer	worker_101	('on/off button', 'next to', 'sensor')	True
digital clinical thermometer	worker_101	('sensor', 'connects', 'body')	True
digital clinical thermometer	worker_101	('body', 'connects', 'battery cover')	True
digital clinical thermometer	worker_101	('body', 'connects', 'display window')	True
digital clinical thermometer	worker_101	('body', 'connects', 'on/off button')	True
digital clinical thermometer	worker_101	('on/off button', 'next to', 'display window')	True
digital clinical thermometer	worker_101	('sensor', 'next to', 'on/off button')	True
digital clinical thermometer	worker_101	('body', 'connects', 'sensor')	True
digital clinical thermometer	worker_101	('battery cover', 'connects', 'body')	True
digital clinical thermometer	worker_101	('display window', 'connects', 'body')	True
digital clinical thermometer	worker_101	('on/off button', 'connects', 'body')	True
digital clinical thermometer	worker_102	('sensor', 'next to', 'display window')	True
digital clinical thermometer	worker_102	('display window', 'next to', 'on/off button')	True
digital clinical thermometer	worker_102	('on/off button', 'next to', 'battery cover')	True
digital clinical thermometer	worker_102	('display window', 'next to', 'sensor')	True
digital clinical thermometer	worker_102	('on/off button', 'next to', 'display window')	True
digital clinical thermometer	worker_102	('battery cover', 'next to', 'on/off button')	True
digital clinical thermometer	worker_104	('sensor', 'connects', 'display window')	True
digital clinical thermometer	worker_104	('display window', 'next to', 'on/off button')	True
digital clinical thermometer	worker_104	('on/off button', 'next to', 'battery cover')	True
digital clinical thermometer	worker_104	('battery cover', 'connects', 'bottom/back')	True
digital clinical thermometer	worker_104	('display window', 'connects', 'sensor')	True
digital clinical thermometer	worker_104	('on/off button', 'next to', 'display window')	True
digital clinical thermometer	worker_104	('battery cover', 'next to', 'on/off button')	True
digital clinical thermometer	worker_104	('bottom/back', 'connects', 'battery cover')	True
dishwasher	worker_105	('control pad', 'above', 'door latch')	True
dishwasher	worker_105	('door latch', 'above', 'dergent dispenser')	True
dishwasher	worker_105	('door latch', 'connects', 'door')	True
dishwasher	worker_105	('upper rack', 'behind', 'door')	True
dishwasher	worker_105	('spray arms', 'behind', 'door')	True
dishwasher	worker_105	('lower rack', 'behind', 'door')	True
dishwasher	worker_105	('upper rack', 'above', 'spray arms')	True
dishwasher	worker_105	('spray arms', 'above', 'lower rack')	True
dishwasher	worker_105	('lower rack', 'above', 'heating element')	True
dishwasher	worker_105	('heating element', 'next to', 'water inlet valve')	True
dishwasher	worker_105	('water inlet valve', 'next to', 'motor')	True
dishwasher	worker_105	('motor', 'next to', 'fiteration system')	True
dishwasher	worker_105	('lower rack', 'above', 'fiteration system')	True
dishwasher	worker_105	('lower rack', 'above', 'motor')	True
dishwasher	worker_105	('lower rack', 'above', 'water inlet valve')	True
dishwasher	worker_105	('door latch', 'above', 'control pad')	False
dishwasher	worker_105	('door latch', 'below', 'control pad')	True
dishwasher	worker_105	('dergent dispenser', 'above', 'door latch')	False
dishwasher	worker_105	('dergent dispenser', 'below', 'door latch')	True
dishwasher	worker_105	('door', 'connects', 'door latch')	True
dishwasher	worker_105	('door', 'behind', 'upper rack')	False
dishwasher	worker_105	('door', 'in front of', 'upper rack')	True
dishwasher	worker_105	('door', 'behind', 'spray arms')	False
dishwasher	worker_105	('door', 'in front of', 'spray arms')	True
dishwasher	worker_105	('door', 'behind', 'lower rack')	False
dishwasher	worker_105	('door', 'in front of', 'lower rack')	True
dishwasher	worker_105	('spray arms', 'above', 'upper rack')	False
dishwasher	worker_105	('spray arms', 'below', 'upper rack')	True
dishwasher	worker_105	('lower rack', 'above', 'spray arms')	False
dishwasher	worker_105	('lower rack', 'below', 'spray arms')	True
dishwasher	worker_105	('heating element', 'above', 'lower rack')	False
dishwasher	worker_105	('heating element', 'below', 'lower rack')	True
dishwasher	worker_105	('water inlet valve', 'next to', 'heating element')	True
dishwasher	worker_105	('motor', 'next to', 'water inlet valve')	True
dishwasher	worker_105	('fiteration system', 'next to', 'motor')	True
dishwasher	worker_105	('fiteration system', 'above', 'lower rack')	False
dishwasher	worker_105	('fiteration system', 'below', 'lower rack')	True
dishwasher	worker_105	('motor', 'above', 'lower rack')	False
dishwasher	worker_105	('motor', 'below', 'lower rack')	True
dishwasher	worker_105	('water inlet valve', 'above', 'lower rack')	False
dishwasher	worker_105	('water inlet valve', 'below', 'lower rack')	True
dishwasher	worker_105	('control pad', 'above', 'dergent dispenser')	True
dishwasher	worker_105	('upper rack', 'above', 'lower rack')	True
dishwasher	worker_105	('spray arms', 'above', 'heating element')	True
dishwasher	worker_105	('spray arms', 'above', 'fiteration system')	True
dishwasher	worker_105	('spray arms', 'above', 'motor')	True
dishwasher	worker_105	('spray arms', 'above', 'water inlet valve')	True
dishwasher	worker_105	('dergent dispenser', 'below', 'control pad')	True
dishwasher	worker_105	('lower rack', 'below', 'upper rack')	True
dishwasher	worker_105	('heating element', 'below', 'spray arms')	True
dishwasher	worker_105	('fiteration system', 'below', 'spray arms')	True
dishwasher	worker_105	('motor', 'below', 'spray arms')	True
dishwasher	worker_105	('water inlet valve', 'below', 'spray arms')	True
dishwasher	worker_105	('control pad', 'below', 'door latch')	False
dishwasher	worker_105	('door latch', 'below', 'dergent dispenser')	False
dishwasher	worker_105	('upper rack', 'in front of', 'door')	False
dishwasher	worker_105	('spray arms', 'in front of', 'door')	False
dishwasher	worker_105	('lower rack', 'in front of', 'door')	False
dishwasher	worker_105	('upper rack', 'below', 'spray arms')	False
dishwasher	worker_105	('spray arms', 'below', 'lower rack')	False
dishwasher	worker_105	('lower rack', 'below', 'heating element')	False
dishwasher	worker_105	('lower rack', 'below', 'fiteration system')	False
dishwasher	worker_105	('lower rack', 'below', 'motor')	False
dishwasher	worker_105	('lower rack', 'below', 'water inlet valve')	False
dishwasher	worker_105	('dergent dispenser', 'above', 'control pad')	False
dishwasher	worker_105	('lower rack', 'above', 'upper rack')	False
dishwasher	worker_105	('heating element', 'above', 'spray arms')	False
dishwasher	worker_105	('fiteration system', 'above', 'spray arms')	False
dishwasher	worker_105	('motor', 'above', 'spray arms')	False
dishwasher	worker_105	('water inlet valve', 'above', 'spray arms')	False
dishwasher	worker_105	('control pad', 'below', 'dergent dispenser')	False
dishwasher	worker_105	('upper rack', 'below', 'lower rack')	False
dishwasher	worker_105	('spray arms', 'below', 'heating element')	False
dishwasher	worker_105	('spray arms', 'below', 'fiteration system')	False
dishwasher	worker_105	('spray arms', 'below', 'motor')	False
dishwasher	worker_105	('spray arms', 'below', 'water inlet valve')	False
dishwasher	worker_105	('upper rack', 'above', 'heating element')	True
dishwasher	worker_105	('upper rack', 'above', 'fiteration system')	True
dishwasher	worker_105	('upper rack', 'above', 'motor')	True
dishwasher	worker_105	('upper rack', 'above', 'water inlet valve')	True
dishwasher	worker_105	('heating element', 'below', 'upper rack')	True
dishwasher	worker_105	('fiteration system', 'below', 'upper rack')	True
dishwasher	worker_105	('motor', 'below', 'upper rack')	True
dishwasher	worker_105	('water inlet valve', 'below', 'upper rack')	True
dishwasher	worker_105	('heating element', 'above', 'upper rack')	False
dishwasher	worker_105	('fiteration system', 'above', 'upper rack')	False
dishwasher	worker_105	('motor', 'above', 'upper rack')	False
dishwasher	worker_105	('water inlet valve', 'above', 'upper rack')	False
dishwasher	worker_105	('upper rack', 'below', 'heating element')	False
dishwasher	worker_105	('upper rack', 'below', 'fiteration system')	False
dishwasher	worker_105	('upper rack', 'below', 'motor')	False
dishwasher	worker_105	('upper rack', 'below', 'water inlet valve')	False
dishwasher	worker_100	('door latch', 'next to', 'control pad')	True
dishwasher	worker_100	('door latch', 'above', 'dergent dispenser')	True
dishwasher	worker_100	('door latch', 'part of', 'door')	True
dishwasher	worker_100	('dergent dispenser', 'part of', 'door')	True
dishwasher	worker_100	('control pad', 'part of', 'door')	True
dishwasher	worker_100	('door', 'connects', 'main compartment')	True
dishwasher	worker_100	('racks', 'inside', 'main compartment')	True
dishwasher	worker_100	('racks', 'above', 'spray arms')	True
dishwasher	worker_100	('spray arms', 'above', 'silverware basket')	True
dishwasher	worker_100	('silverware basket', 'above', 'heating element')	True
dishwasher	worker_100	('heating element', 'next to', 'water inlet valve')	True
dishwasher	worker_100	('water inlet valve', 'next to', 'motor')	True
dishwasher	worker_100	('silverware basket', 'above', 'water inlet valve')	True
dishwasher	worker_100	('motor', 'next to', 'fiteration system')	True
dishwasher	worker_100	('silverware basket', 'above', 'fiteration system')	True
dishwasher	worker_100	('silverware basket', 'above', 'motor')	True
dishwasher	worker_100	('control pad', 'next to', 'door latch')	True
