everyday-thing	worker id	part1	relation	part2	label
dishwasher	worker_105	spray arms	below	heating element	FALSE
dishwasher	worker_105	spray arms	below	fiteration system	FALSE
dishwasher	worker_105	spray arms	below	motor	FALSE
dishwasher	worker_105	spray arms	below	water inlet valve	FALSE
dishwasher	worker_105	upper rack	above	heating element	TRUE
dishwasher	worker_105	upper rack	above	fiteration system	TRUE
dishwasher	worker_105	upper rack	above	motor	TRUE
dishwasher	worker_105	upper rack	above	water inlet valve	TRUE
dishwasher	worker_105	heating element	below	upper rack	TRUE
dishwasher	worker_105	fiteration system	below	upper rack	TRUE
dishwasher	worker_105	motor	below	upper rack	TRUE
dishwasher	worker_105	water inlet valve	below	upper rack	TRUE
dishwasher	worker_105	heating element	above	upper rack	FALSE
dishwasher	worker_105	fiteration system	above	upper rack	FALSE
dishwasher	worker_105	motor	above	upper rack	FALSE
dishwasher	worker_105	water inlet valve	above	upper rack	FALSE
dishwasher	worker_105	upper rack	below	heating element	FALSE
dishwasher	worker_105	upper rack	below	fiteration system	FALSE
dishwasher	worker_105	upper rack	below	motor	FALSE
dishwasher	worker_105	upper rack	below	water inlet valve	FALSE
dishwasher	worker_100	door latch	next to	control pad	TRUE
dishwasher	worker_100	door latch	above	dergent dispenser	TRUE
dishwasher	worker_100	door latch	part of	door	TRUE
dishwasher	worker_100	dergent dispenser	part of	door	TRUE
dishwasher	worker_100	control pad	part of	door	TRUE
dishwasher	worker_100	door	connects	main compartment	TRUE
dishwasher	worker_100	racks	inside	main compartment	TRUE
dishwasher	worker_100	racks	above	spray arms	TRUE
dishwasher	worker_100	spray arms	above	silverware basket	TRUE
dishwasher	worker_100	silverware basket	above	heating element	TRUE
dishwasher	worker_100	heating element	next to	water inlet valve	TRUE
dishwasher	worker_100	water inlet valve	next to	motor	TRUE
dishwasher	worker_100	silverware basket	above	water inlet valve	TRUE
dishwasher	worker_100	motor	next to	fiteration system	TRUE
dishwasher	worker_100	silverware basket	above	fiteration system	TRUE
dishwasher	worker_100	silverware basket	above	motor	TRUE
dishwasher	worker_100	control pad	next to	door latch	TRUE
dishwasher	worker_100	dergent dispenser	above	door latch	FALSE
dishwasher	worker_100	dergent dispenser	below	door latch	TRUE
dishwasher	worker_100	door	part of	door latch	FALSE
dishwasher	worker_100	door	has part	door latch	TRUE
dishwasher	worker_100	door	part of	dergent dispenser	FALSE
dishwasher	worker_100	door	has part	dergent dispenser	TRUE
dishwasher	worker_100	door	part of	control pad	FALSE
dishwasher	worker_100	door	has part	control pad	TRUE
dishwasher	worker_100	main compartment	connects	door	TRUE
dishwasher	worker_100	main compartment	inside	racks	FALSE
dishwasher	worker_100	main compartment	contains	racks	TRUE
dishwasher	worker_100	spray arms	above	racks	FALSE
dishwasher	worker_100	spray arms	below	racks	TRUE
dishwasher	worker_100	silverware basket	above	spray arms	FALSE
dishwasher	worker_100	silverware basket	below	spray arms	TRUE
dishwasher	worker_100	heating element	above	silverware basket	FALSE
dishwasher	worker_100	heating element	below	silverware basket	TRUE
dishwasher	worker_100	water inlet valve	next to	heating element	TRUE
dishwasher	worker_100	motor	next to	water inlet valve	TRUE
dishwasher	worker_100	water inlet valve	above	silverware basket	FALSE
dishwasher	worker_100	water inlet valve	below	silverware basket	TRUE
dishwasher	worker_100	fiteration system	next to	motor	TRUE
dishwasher	worker_100	fiteration system	above	silverware basket	FALSE
dishwasher	worker_100	fiteration system	below	silverware basket	TRUE
dishwasher	worker_100	motor	above	silverware basket	FALSE
dishwasher	worker_100	motor	below	silverware basket	TRUE
dishwasher	worker_100	racks	above	silverware basket	TRUE
dishwasher	worker_100	spray arms	above	heating element	TRUE
dishwasher	worker_100	spray arms	above	water inlet valve	TRUE
dishwasher	worker_100	spray arms	above	fiteration system	TRUE
dishwasher	worker_100	spray arms	above	motor	TRUE
dishwasher	worker_100	silverware basket	below	racks	TRUE
dishwasher	worker_100	heating element	below	spray arms	TRUE
dishwasher	worker_100	water inlet valve	below	spray arms	TRUE
dishwasher	worker_100	fiteration system	below	spray arms	TRUE
dishwasher	worker_100	motor	below	spray arms	TRUE
dishwasher	worker_100	door latch	below	dergent dispenser	FALSE
dishwasher	worker_100	door latch	has part	door	FALSE
dishwasher	worker_100	dergent dispenser	has part	door	FALSE
dishwasher	worker_100	control pad	has part	door	FALSE
dishwasher	worker_100	racks	contains	main compartment	FALSE
dishwasher	worker_100	racks	below	spray arms	FALSE
dishwasher	worker_100	spray arms	below	silverware basket	FALSE
dishwasher	worker_100	silverware basket	below	heating element	FALSE
dishwasher	worker_100	silverware basket	below	water inlet valve	FALSE
dishwasher	worker_100	silverware basket	below	fiteration system	FALSE
dishwasher	worker_100	silverware basket	below	motor	FALSE
dishwasher	worker_100	silverware basket	above	racks	FALSE
dishwasher	worker_100	heating element	above	spray arms	FALSE
dishwasher	worker_100	water inlet valve	above	spray arms	FALSE
dishwasher	worker_100	fiteration system	above	spray arms	FALSE
dishwasher	worker_100	motor	above	spray arms	FALSE
dishwasher	worker_100	racks	below	silverware basket	FALSE
dishwasher	worker_100	spray arms	below	heating element	FALSE
dishwasher	worker_100	spray arms	below	water inlet valve	FALSE
dishwasher	worker_100	spray arms	below	fiteration system	FALSE
dishwasher	worker_100	spray arms	below	motor	FALSE
dishwasher	worker_100	racks	above	heating element	TRUE
dishwasher	worker_100	racks	above	water inlet valve	TRUE
dishwasher	worker_100	racks	above	fiteration system	TRUE
dishwasher	worker_100	racks	above	motor	TRUE
dishwasher	worker_100	heating element	below	racks	TRUE
dishwasher	worker_100	water inlet valve	below	racks	TRUE
dishwasher	worker_100	fiteration system	below	racks	TRUE
dishwasher	worker_100	motor	below	racks	TRUE
dishwasher	worker_100	heating element	above	racks	FALSE
dishwasher	worker_100	water inlet valve	above	racks	FALSE
dishwasher	worker_100	fiteration system	above	racks	FALSE
dishwasher	worker_100	motor	above	racks	FALSE
dishwasher	worker_100	racks	below	heating element	FALSE
dishwasher	worker_100	racks	below	water inlet valve	FALSE
dishwasher	worker_100	racks	below	fiteration system	FALSE
dishwasher	worker_100	racks	below	motor	FALSE
dishwasher	worker_104	racks	above	spray arms	TRUE
dishwasher	worker_104	spray arms	above	silverware basket	TRUE
dishwasher	worker_104	silverware basket	above	motor	TRUE
dishwasher	worker_104	motor	next to	heating element	TRUE
dishwasher	worker_104	heating element	next to	water inlet valve	TRUE
dishwasher	worker_104	water inlet valve	next to	motor	TRUE
dishwasher	worker_104	spray arms	above	racks	FALSE
dishwasher	worker_104	spray arms	below	racks	TRUE
dishwasher	worker_104	silverware basket	above	spray arms	FALSE
dishwasher	worker_104	silverware basket	below	spray arms	TRUE
dishwasher	worker_104	motor	above	silverware basket	FALSE
dishwasher	worker_104	motor	below	silverware basket	TRUE
dishwasher	worker_104	heating element	next to	motor	TRUE
dishwasher	worker_104	water inlet valve	next to	heating element	TRUE
dishwasher	worker_104	motor	next to	water inlet valve	TRUE
dishwasher	worker_104	racks	above	silverware basket	TRUE
dishwasher	worker_104	spray arms	above	motor	TRUE
dishwasher	worker_104	silverware basket	below	racks	TRUE
dishwasher	worker_104	motor	below	spray arms	TRUE
dishwasher	worker_104	racks	below	spray arms	FALSE
dishwasher	worker_104	spray arms	below	silverware basket	FALSE
dishwasher	worker_104	silverware basket	below	motor	FALSE
dishwasher	worker_104	silverware basket	above	racks	FALSE
dishwasher	worker_104	motor	above	spray arms	FALSE
dishwasher	worker_104	racks	below	silverware basket	FALSE
dishwasher	worker_104	spray arms	below	motor	FALSE
dishwasher	worker_104	racks	above	motor	TRUE
dishwasher	worker_104	motor	below	racks	TRUE
dishwasher	worker_104	motor	above	racks	FALSE
dishwasher	worker_104	racks	below	motor	FALSE
door	worker_101	lock jamb	connects	threshold	TRUE
door	worker_101	threshold	connects	casing	TRUE
door	worker_101	casing	surrounds	lock jamb	TRUE
door	worker_101	doorhandle	above	lock	TRUE
door	worker_101	lock	connects	doorhandle	TRUE
door	worker_101	doorhandle	connects	door	TRUE
door	worker_101	lock	connects	door	TRUE
door	worker_101	door	next to	hinge jamb	TRUE
door	worker_101	door	connects	hinge jamb	TRUE
door	worker_101	hinge	connects	casing	TRUE
door	worker_101	casing	next to	hinge jamb	TRUE
door	worker_101	hinge jamb	connects	hinge	TRUE
door	worker_101	hinge jamb	next to	hinge	TRUE
door	worker_101	door	above	leaf	TRUE
door	worker_101	door	connects	leaf	TRUE
door	worker_101	door	connects	hinge	TRUE
door	worker_101	threshold	connects	lock jamb	TRUE
door	worker_101	casing	connects	threshold	TRUE
door	worker_101	lock jamb	surrounds	casing	FALSE
door	worker_101	lock jamb	surrounded by	casing	TRUE
door	worker_101	lock	above	doorhandle	FALSE
door	worker_101	lock	below	doorhandle	TRUE
door	worker_101	doorhandle	connects	lock	TRUE
door	worker_101	door	connects	doorhandle	TRUE
door	worker_101	door	connects	lock	TRUE
door	worker_101	hinge jamb	next to	door	TRUE
door	worker_101	hinge jamb	connects	door	TRUE
door	worker_101	casing	connects	hinge	TRUE
door	worker_101	hinge jamb	next to	casing	TRUE
door	worker_101	hinge	connects	hinge jamb	TRUE
door	worker_101	hinge	next to	hinge jamb	TRUE
door	worker_101	leaf	above	door	FALSE
door	worker_101	leaf	below	door	TRUE
door	worker_101	leaf	connects	door	TRUE
door	worker_101	hinge	connects	door	TRUE
door	worker_101	casing	surrounded by	lock jamb	FALSE
door	worker_101	doorhandle	below	lock	FALSE
door	worker_101	door	below	leaf	FALSE
door	worker_100	lock jamb	part of	casing	TRUE
door	worker_100	hinge jamb	part of	casing	TRUE
door	worker_100	casing	connects	threshold	TRUE
door	worker_100	casing	surrounds	leaf	TRUE
door	worker_100	hinge jamb	connects	hinge	TRUE
door	worker_100	hinge	connects	leaf	TRUE
door	worker_100	lock	part of	leaf	TRUE
door	worker_100	doorhandle	above	lock	TRUE
door	worker_100	doorhandle	part of	leaf	TRUE
door	worker_100	leaf	above	threshold	TRUE
door	worker_100	casing	part of	lock jamb	FALSE
door	worker_100	casing	has part	lock jamb	TRUE
door	worker_100	casing	part of	hinge jamb	FALSE
door	worker_100	casing	has part	hinge jamb	TRUE
door	worker_100	threshold	connects	casing	TRUE
door	worker_100	leaf	surrounds	casing	FALSE
door	worker_100	leaf	surrounded by	casing	TRUE
door	worker_100	hinge	connects	hinge jamb	TRUE
door	worker_100	leaf	connects	hinge	TRUE
door	worker_100	leaf	part of	lock	FALSE
door	worker_100	leaf	has part	lock	TRUE
door	worker_100	lock	above	doorhandle	FALSE
door	worker_100	lock	below	doorhandle	TRUE
door	worker_100	leaf	part of	doorhandle	FALSE
door	worker_100	leaf	has part	doorhandle	TRUE
door	worker_100	threshold	above	leaf	FALSE
door	worker_100	threshold	below	leaf	TRUE
door	worker_100	lock jamb	has part	casing	FALSE
door	worker_100	hinge jamb	has part	casing	FALSE
door	worker_100	casing	surrounded by	leaf	FALSE
door	worker_100	lock	has part	leaf	FALSE
door	worker_100	doorhandle	below	lock	FALSE
door	worker_100	doorhandle	has part	leaf	FALSE
door	worker_100	leaf	below	threshold	FALSE
door	worker_104	casing	surrounds	hinge jamb	TRUE
door	worker_104	hinge jamb	above	lock jamb	TRUE
door	worker_104	lock jamb	next to	doorhandle	TRUE
door	worker_104	doorhandle	above	lock	TRUE
door	worker_104	lock	above	hinge	TRUE
door	worker_104	hinge	above	threshold	TRUE
door	worker_104	hinge jamb	surrounds	casing	FALSE
door	worker_104	hinge jamb	surrounded by	casing	TRUE
door	worker_104	lock jamb	above	hinge jamb	FALSE
door	worker_104	lock jamb	below	hinge jamb	TRUE
door	worker_104	doorhandle	next to	lock jamb	TRUE
door	worker_104	lock	above	doorhandle	FALSE
door	worker_104	lock	below	doorhandle	TRUE
door	worker_104	hinge	above	lock	FALSE
door	worker_104	hinge	below	lock	TRUE
door	worker_104	threshold	above	hinge	FALSE
door	worker_104	threshold	below	hinge	TRUE
door	worker_104	doorhandle	above	hinge	TRUE
door	worker_104	lock	above	threshold	TRUE
door	worker_104	hinge	below	doorhandle	TRUE
door	worker_104	threshold	below	lock	TRUE
door	worker_104	casing	surrounded by	hinge jamb	FALSE
door	worker_104	hinge jamb	below	lock jamb	FALSE
door	worker_104	doorhandle	below	lock	FALSE
door	worker_104	lock	below	hinge	FALSE
door	worker_104	hinge	below	threshold	FALSE
door	worker_104	hinge	above	doorhandle	FALSE
door	worker_104	threshold	above	lock	FALSE
door	worker_104	doorhandle	below	hinge	FALSE
door	worker_104	lock	below	threshold	FALSE
door	worker_104	doorhandle	above	threshold	TRUE
door	worker_104	threshold	below	doorhandle	TRUE
door	worker_104	threshold	above	doorhandle	FALSE
door	worker_104	doorhandle	below	threshold	FALSE
dryer	worker_101	vent	above	feet	TRUE
dryer	worker_101	frame	above	feet	TRUE
dryer	worker_101	frame	connects	vent	TRUE
dryer	worker_101	frame	connects	feet	TRUE
dryer	worker_101	door latch	part of	door	TRUE
dryer	worker_101	door hinges	connects	door	TRUE
dryer	worker_101	door	connects	door seal	TRUE
dryer	worker_101	door hinges	connects	frame	TRUE
dryer	worker_101	frame	connects	knobs/dials	TRUE
dryer	worker_101	knobs/dials	above	door	TRUE
dryer	worker_101	frame	connects	lint filter	TRUE
dryer	worker_101	frame	connects	door swtich	TRUE
dryer	worker_101	feet	above	vent	FALSE
dryer	worker_101	feet	below	vent	TRUE
dryer	worker_101	feet	above	frame	FALSE
dryer	worker_101	feet	below	frame	TRUE
dryer	worker_101	vent	connects	frame	TRUE
dryer	worker_101	feet	connects	frame	TRUE
dryer	worker_101	door	part of	door latch	FALSE
dryer	worker_101	door	has part	door latch	TRUE
dryer	worker_101	door	connects	door hinges	TRUE
dryer	worker_101	door seal	connects	door	TRUE
dryer	worker_101	frame	connects	door hinges	TRUE
dryer	worker_101	knobs/dials	connects	frame	TRUE
dryer	worker_101	door	above	knobs/dials	FALSE
dryer	worker_101	door	below	knobs/dials	TRUE
dryer	worker_101	lint filter	connects	frame	TRUE
dryer	worker_101	door swtich	connects	frame	TRUE
dryer	worker_101	vent	below	feet	FALSE
dryer	worker_101	frame	below	feet	FALSE
dryer	worker_101	door latch	has part	door	FALSE
dryer	worker_101	knobs/dials	below	door	FALSE
dryer	worker_106	knobs/dials	above	lint filter	TRUE
dryer	worker_106	lint filter	above	door switch	TRUE
dryer	worker_106	door switch	above	door seal	TRUE
dryer	worker_106	baffles	inside	door seal	TRUE
dryer	worker_106	door seal	above	vent	TRUE
dryer	worker_106	vent	above	feet	TRUE
dryer	worker_106	bulb	inside	door seal	TRUE
dryer	worker_106	door latch	connects	door seal	TRUE
dryer	worker_106	lint filter	above	knobs/dials	FALSE
dryer	worker_106	lint filter	below	knobs/dials	TRUE
dryer	worker_106	door switch	above	lint filter	FALSE
dryer	worker_106	door switch	below	lint filter	TRUE
dryer	worker_106	door seal	above	door switch	FALSE
dryer	worker_106	door seal	below	door switch	TRUE
dryer	worker_106	door seal	inside	baffles	FALSE
dryer	worker_106	door seal	contains	baffles	TRUE
dryer	worker_106	vent	above	door seal	FALSE
dryer	worker_106	vent	below	door seal	TRUE
dryer	worker_106	feet	above	vent	FALSE
dryer	worker_106	feet	below	vent	TRUE
dryer	worker_106	door seal	inside	bulb	FALSE
dryer	worker_106	door seal	contains	bulb	TRUE
dryer	worker_106	door seal	connects	door latch	TRUE
dryer	worker_106	knobs/dials	above	door switch	TRUE
dryer	worker_106	lint filter	above	door seal	TRUE
dryer	worker_106	door switch	above	vent	TRUE
dryer	worker_106	door seal	above	feet	TRUE
dryer	worker_106	door switch	below	knobs/dials	TRUE
dryer	worker_106	door seal	below	lint filter	TRUE
dryer	worker_106	vent	below	door switch	TRUE
dryer	worker_106	feet	below	door seal	TRUE
dryer	worker_106	knobs/dials	below	lint filter	FALSE
dryer	worker_106	lint filter	below	door switch	FALSE
dryer	worker_106	door switch	below	door seal	FALSE
dryer	worker_106	baffles	contains	door seal	FALSE
dryer	worker_106	door seal	below	vent	FALSE
dryer	worker_106	vent	below	feet	FALSE
dryer	worker_106	bulb	contains	door seal	FALSE
dryer	worker_106	door switch	above	knobs/dials	FALSE
dryer	worker_106	door seal	above	lint filter	FALSE
dryer	worker_106	vent	above	door switch	FALSE
dryer	worker_106	feet	above	door seal	FALSE
dryer	worker_106	knobs/dials	below	door switch	FALSE
dryer	worker_106	lint filter	below	door seal	FALSE
dryer	worker_106	door switch	below	vent	FALSE
dryer	worker_106	door seal	below	feet	FALSE
dryer	worker_106	knobs/dials	above	door seal	TRUE
dryer	worker_106	knobs/dials	above	vent	TRUE
dryer	worker_106	lint filter	above	vent	TRUE
dryer	worker_106	lint filter	above	feet	TRUE
dryer	worker_106	door switch	above	feet	TRUE
dryer	worker_106	door seal	below	knobs/dials	TRUE
dryer	worker_106	vent	below	lint filter	TRUE
dryer	worker_106	vent	below	knobs/dials	TRUE
dryer	worker_106	feet	below	door switch	TRUE
dryer	worker_106	feet	below	lint filter	TRUE
dryer	worker_106	door seal	above	knobs/dials	FALSE
dryer	worker_106	vent	above	knobs/dials	FALSE
dryer	worker_106	vent	above	lint filter	FALSE
dryer	worker_106	feet	above	lint filter	FALSE
dryer	worker_106	feet	above	door switch	FALSE
dryer	worker_106	knobs/dials	below	door seal	FALSE
dryer	worker_106	lint filter	below	vent	FALSE
dryer	worker_106	knobs/dials	below	vent	FALSE
dryer	worker_106	door switch	below	feet	FALSE
dryer	worker_106	lint filter	below	feet	FALSE
dryer	worker_106	knobs/dials	above	feet	TRUE
dryer	worker_106	feet	below	knobs/dials	TRUE
dryer	worker_106	feet	above	knobs/dials	FALSE
dryer	worker_106	knobs/dials	below	feet	FALSE
dryer	worker_102	knobs/dials	above	lint filter	TRUE
dryer	worker_102	lint filter	above	door	TRUE
dryer	worker_102	vent	next to	door	TRUE
dryer	worker_102	dryer drum	requires	power cord	TRUE
dryer	worker_102	dryer drum	behind	door	TRUE
dryer	worker_102	baffles	inside	dryer drum	TRUE
dryer	worker_102	bulb	inside	dryer drum	TRUE
dryer	worker_102	lint filter	above	knobs/dials	FALSE
dryer	worker_102	lint filter	below	knobs/dials	TRUE
dryer	worker_102	door	above	lint filter	FALSE
dryer	worker_102	door	below	lint filter	TRUE
dryer	worker_102	door	next to	vent	TRUE
dryer	worker_102	power cord	requires	dryer drum	FALSE
dryer	worker_102	power cord	required by	dryer drum	TRUE
dryer	worker_102	door	behind	dryer drum	FALSE
dryer	worker_102	door	in front of	dryer drum	TRUE
dryer	worker_102	dryer drum	inside	baffles	FALSE
dryer	worker_102	dryer drum	contains	baffles	TRUE
dryer	worker_102	dryer drum	inside	bulb	FALSE
dryer	worker_102	dryer drum	contains	bulb	TRUE
dryer	worker_102	knobs/dials	above	door	TRUE
dryer	worker_102	door	below	knobs/dials	TRUE
dryer	worker_102	knobs/dials	below	lint filter	FALSE
dryer	worker_102	lint filter	below	door	FALSE
dryer	worker_102	dryer drum	required by	power cord	FALSE
dryer	worker_102	dryer drum	in front of	door	FALSE
dryer	worker_102	baffles	contains	dryer drum	FALSE
dryer	worker_102	bulb	contains	dryer drum	FALSE
dryer	worker_102	door	above	knobs/dials	FALSE
dryer	worker_102	knobs/dials	below	door	FALSE
earphone	worker_107	drivers	inside	housing	TRUE
earphone	worker_107	housing	inside	sleeves/covers	TRUE
earphone	worker_107	sleeves/covers	connects	cable	TRUE
earphone	worker_107	cable	connects	plug	TRUE
earphone	worker_107	housing	inside	drivers	FALSE
earphone	worker_107	housing	contains	drivers	TRUE
earphone	worker_107	sleeves/covers	inside	housing	FALSE
earphone	worker_107	sleeves/covers	contains	housing	TRUE
earphone	worker_107	cable	connects	sleeves/covers	TRUE
earphone	worker_107	plug	connects	cable	TRUE
earphone	worker_107	drivers	inside	sleeves/covers	TRUE
earphone	worker_107	sleeves/covers	contains	drivers	TRUE
earphone	worker_107	drivers	contains	housing	FALSE
earphone	worker_107	housing	contains	sleeves/covers	FALSE
earphone	worker_107	sleeves/covers	inside	drivers	FALSE
earphone	worker_107	drivers	contains	sleeves/covers	FALSE
earphone	worker_101	sleeves/covers	connects	drivers	TRUE
earphone	worker_101	drivers	connects	cable	TRUE
earphone	worker_101	cable	connects	plug	TRUE
earphone	worker_101	drivers	requires	plug	TRUE
earphone	worker_101	drivers	connects	sleeves/covers	TRUE
earphone	worker_101	cable	connects	drivers	TRUE
earphone	worker_101	plug	connects	cable	TRUE
earphone	worker_101	plug	requires	drivers	FALSE
earphone	worker_101	plug	required by	drivers	TRUE
earphone	worker_101	drivers	required by	plug	FALSE
earphone	worker_102	plug	connects	cable	TRUE
earphone	worker_102	cable	requires	plug	TRUE
earphone	worker_102	housing	connects	cable	TRUE
earphone	worker_102	housing	surrounds	drivers	TRUE
earphone	worker_102	sleeves/covers	part of	housing	TRUE
earphone	worker_102	cable	connects	plug	TRUE
earphone	worker_102	plug	requires	cable	FALSE
earphone	worker_102	plug	required by	cable	TRUE
earphone	worker_102	cable	connects	housing	TRUE
earphone	worker_102	drivers	surrounds	housing	FALSE
earphone	worker_102	drivers	surrounded by	housing	TRUE
earphone	worker_102	housing	part of	sleeves/covers	FALSE
earphone	worker_102	housing	has part	sleeves/covers	TRUE
earphone	worker_102	cable	required by	plug	FALSE
earphone	worker_102	housing	surrounded by	drivers	FALSE
earphone	worker_102	sleeves/covers	has part	housing	FALSE
fish	worker_101	caudal fin	behind	anal fin	TRUE
fish	worker_101	anal fin	behind	pelvic fin	TRUE
fish	worker_101	pelvic fin	behind	pectoral fin	TRUE
fish	worker_101	pectoral fin	behind	gill cover	TRUE
fish	worker_101	scale	behind	gill cover	TRUE
fish	worker_101	gill cover	behind	eye	TRUE
fish	worker_101	spiny	behind	gill	TRUE
fish	worker_101	gill cover	behind	gill	TRUE
fish	worker_101	eye	behind	nostril	TRUE
fish	worker_101	nostril	above	mouth	TRUE
fish	worker_101	eye	behind	mouth	TRUE
fish	worker_101	anal fin	behind	caudal fin	FALSE
fish	worker_101	anal fin	in front of	caudal fin	TRUE
fish	worker_101	pelvic fin	behind	anal fin	FALSE
fish	worker_101	pelvic fin	in front of	anal fin	TRUE
fish	worker_101	pectoral fin	behind	pelvic fin	FALSE
fish	worker_101	pectoral fin	in front of	pelvic fin	TRUE
fish	worker_101	gill cover	behind	pectoral fin	FALSE
fish	worker_101	gill cover	in front of	pectoral fin	TRUE
fish	worker_101	gill cover	behind	scale	FALSE
fish	worker_101	gill cover	in front of	scale	TRUE
fish	worker_101	eye	behind	gill cover	FALSE
fish	worker_101	eye	in front of	gill cover	TRUE
fish	worker_101	gill	behind	spiny	FALSE
fish	worker_101	gill	in front of	spiny	TRUE
fish	worker_101	gill	behind	gill cover	FALSE
fish	worker_101	gill	in front of	gill cover	TRUE
fish	worker_101	nostril	behind	eye	FALSE
fish	worker_101	nostril	in front of	eye	TRUE
fish	worker_101	mouth	above	nostril	FALSE
fish	worker_101	mouth	below	nostril	TRUE
fish	worker_101	mouth	behind	eye	FALSE
fish	worker_101	mouth	in front of	eye	TRUE
fish	worker_101	caudal fin	behind	pelvic fin	TRUE
fish	worker_101	anal fin	behind	pectoral fin	TRUE
fish	worker_101	pelvic fin	behind	gill cover	TRUE
fish	worker_101	pectoral fin	behind	eye	TRUE
fish	worker_101	pectoral fin	behind	gill	TRUE
fish	worker_101	scale	behind	eye	TRUE
fish	worker_101	scale	behind	gill	TRUE
fish	worker_101	gill cover	behind	nostril	TRUE
fish	worker_101	gill cover	behind	mouth	TRUE
fish	worker_101	pelvic fin	in front of	caudal fin	TRUE
fish	worker_101	pectoral fin	in front of	anal fin	TRUE
fish	worker_101	gill cover	in front of	pelvic fin	TRUE
fish	worker_101	eye	in front of	pectoral fin	TRUE
fish	worker_101	eye	in front of	scale	TRUE
fish	worker_101	gill	in front of	pectoral fin	TRUE
fish	worker_101	gill	in front of	scale	TRUE
fish	worker_101	nostril	in front of	gill cover	TRUE
fish	worker_101	mouth	in front of	gill cover	TRUE
fish	worker_101	caudal fin	in front of	anal fin	FALSE
fish	worker_101	anal fin	in front of	pelvic fin	FALSE
fish	worker_101	pelvic fin	in front of	pectoral fin	FALSE
fish	worker_101	pectoral fin	in front of	gill cover	FALSE
fish	worker_101	scale	in front of	gill cover	FALSE
fish	worker_101	gill cover	in front of	eye	FALSE
fish	worker_101	spiny	in front of	gill	FALSE
fish	worker_101	gill cover	in front of	gill	FALSE
fish	worker_101	eye	in front of	nostril	FALSE
fish	worker_101	nostril	below	mouth	FALSE
fish	worker_101	eye	in front of	mouth	FALSE
fish	worker_101	pelvic fin	behind	caudal fin	FALSE
fish	worker_101	pectoral fin	behind	anal fin	FALSE
fish	worker_101	gill cover	behind	pelvic fin	FALSE
fish	worker_101	eye	behind	pectoral fin	FALSE
fish	worker_101	gill	behind	pectoral fin	FALSE
fish	worker_101	eye	behind	scale	FALSE
fish	worker_101	gill	behind	scale	FALSE
fish	worker_101	nostril	behind	gill cover	FALSE
fish	worker_101	mouth	behind	gill cover	FALSE
fish	worker_101	caudal fin	in front of	pelvic fin	FALSE
fish	worker_101	anal fin	in front of	pectoral fin	FALSE
fish	worker_101	pelvic fin	in front of	gill cover	FALSE
fish	worker_101	pectoral fin	in front of	eye	FALSE
fish	worker_101	scale	in front of	eye	FALSE
fish	worker_101	pectoral fin	in front of	gill	FALSE
fish	worker_101	scale	in front of	gill	FALSE
fish	worker_101	gill cover	in front of	nostril	FALSE
fish	worker_101	gill cover	in front of	mouth	FALSE
fish	worker_101	caudal fin	behind	pectoral fin	TRUE
fish	worker_101	caudal fin	behind	gill cover	TRUE
fish	worker_101	anal fin	behind	gill cover	TRUE
fish	worker_101	anal fin	behind	eye	TRUE
fish	worker_101	anal fin	behind	gill	TRUE
fish	worker_101	pelvic fin	behind	eye	TRUE
fish	worker_101	pelvic fin	behind	gill	TRUE
fish	worker_101	pelvic fin	behind	nostril	TRUE
fish	worker_101	pelvic fin	behind	mouth	TRUE
fish	worker_101	pectoral fin	behind	nostril	TRUE
fish	worker_101	pectoral fin	behind	mouth	TRUE
fish	worker_101	scale	behind	nostril	TRUE
fish	worker_101	scale	behind	mouth	TRUE
fish	worker_101	pectoral fin	in front of	caudal fin	TRUE
fish	worker_101	gill cover	in front of	anal fin	TRUE
fish	worker_101	gill cover	in front of	caudal fin	TRUE
fish	worker_101	eye	in front of	pelvic fin	TRUE
fish	worker_101	eye	in front of	anal fin	TRUE
fish	worker_101	gill	in front of	pelvic fin	TRUE
fish	worker_101	gill	in front of	anal fin	TRUE
fish	worker_101	nostril	in front of	pectoral fin	TRUE
fish	worker_101	nostril	in front of	scale	TRUE
fish	worker_101	nostril	in front of	pelvic fin	TRUE
fish	worker_101	mouth	in front of	pectoral fin	TRUE
fish	worker_101	mouth	in front of	scale	TRUE
fish	worker_101	mouth	in front of	pelvic fin	TRUE
fish	worker_101	pectoral fin	behind	caudal fin	FALSE
fish	worker_101	gill cover	behind	caudal fin	FALSE
fish	worker_101	gill cover	behind	anal fin	FALSE
fish	worker_101	eye	behind	anal fin	FALSE
fish	worker_101	gill	behind	anal fin	FALSE
fish	worker_101	eye	behind	pelvic fin	FALSE
fish	worker_101	gill	behind	pelvic fin	FALSE
fish	worker_101	nostril	behind	pelvic fin	FALSE
fish	worker_101	mouth	behind	pelvic fin	FALSE
fish	worker_101	nostril	behind	pectoral fin	FALSE
fish	worker_101	mouth	behind	pectoral fin	FALSE
fish	worker_101	nostril	behind	scale	FALSE
fish	worker_101	mouth	behind	scale	FALSE
fish	worker_101	caudal fin	in front of	pectoral fin	FALSE
fish	worker_101	anal fin	in front of	gill cover	FALSE
fish	worker_101	caudal fin	in front of	gill cover	FALSE
fish	worker_101	pelvic fin	in front of	eye	FALSE
fish	worker_101	anal fin	in front of	eye	FALSE
fish	worker_101	pelvic fin	in front of	gill	FALSE
fish	worker_101	anal fin	in front of	gill	FALSE
